Bin Id	Community	Abundance_distribution	Taxonomic_distribution	Depth	Pipeline	Marker lineage	Completeness	Contamination	Strain heterogeneity
A.3.R.180-MM-bin.3	A	3	R	180	MM	f__Rhizobiaceae (UID3563)	96.39	0.43	0
A.3.R.180-MM-bin.4	A	3	R	180	MM	o__Actinomycetales (UID1815)	98.58	0.44	50
A.3.R.180-MM-bin.5	A	3	R	180	MM	f__Rhizobiaceae (UID3563)	95.62	0.87	57.14
A.3.R.180-MM-bin.6	A	3	R	180	MM	f__Rhodobacteraceae (UID3356)	96.41	2.89	23.08
A.3.R.30-8K-bin.1	A	3	R	30	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.30-8K-bin.10	A	3	R	30	8K	f__Rhodobacteraceae (UID3361)	99.55	0.53	0
A.3.R.30-8K-bin.11	A	3	R	30	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.30-8K-bin.12	A	3	R	30	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.3.R.30-8K-bin.13	A	3	R	30	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.30-8K-bin.14	A	3	R	30	8K	o__Rhizobiales (UID3481)	94.68	0.46	0
A.3.R.30-8K-bin.15	A	3	R	30	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.30-8K-bin.16	A	3	R	30	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.30-8K-bin.17	A	3	R	30	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.30-8K-bin.18	A	3	R	30	8K	o__Burkholderiales (UID4000)	99.07	0	0
A.3.R.30-8K-bin.19	A	3	R	30	8K	f__Rhodobacteraceae (UID3361)	99.55	0.53	0
A.3.R.30-8K-bin.2	A	3	R	30	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.30-8K-bin.20	A	3	R	30	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.30-8K-bin.21	A	3	R	30	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.30-8K-bin.22	A	3	R	30	8K	o__Rhizobiales (UID3481)	94.68	0.46	0
A.3.R.30-8K-bin.23	A	3	R	30	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.30-8K-bin.24	A	3	R	30	8K	f__Rhodobacteraceae (UID3361)	99.55	0.53	0
A.3.R.30-8K-bin.25	A	3	R	30	8K	o__Burkholderiales (UID4000)	99.07	0	0
A.3.R.30-8K-bin.26	A	3	R	30	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.30-8K-bin.27	A	3	R	30	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.30-8K-bin.28	A	3	R	30	8K	o__Rhodospirillales (UID3754)	99.9	0.5	0
A.3.R.30-8K-bin.29	A	3	R	30	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.30-8K-bin.3	A	3	R	30	8K	k__Bacteria (UID3060)	98.37	0	0
A.3.R.30-8K-bin.30	A	3	R	30	8K	o__Rhodospirillales (UID3754)	99.9	0.5	0
A.3.R.30-8K-bin.31	A	3	R	30	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.30-8K-bin.32	A	3	R	30	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.30-8K-bin.33	A	3	R	30	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.30-8K-bin.34	A	3	R	30	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.30-8K-bin.35	A	3	R	30	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.30-8K-bin.36	A	3	R	30	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.30-8K-bin.37	A	3	R	30	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.30-8K-bin.38	A	3	R	30	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.3.R.30-8K-bin.39	A	3	R	30	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.30-8K-bin.4	A	3	R	30	8K	o__Burkholderiales (UID4000)	99.07	0	0
A.3.R.30-8K-bin.40	A	3	R	30	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.30-8K-bin.41	A	3	R	30	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.30-8K-bin.42	A	3	R	30	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.3.R.30-8K-bin.43	A	3	R	30	8K	o__Rhizobiales (UID3481)	94.68	0.46	0
A.3.R.30-8K-bin.44	A	3	R	30	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.30-8K-bin.45	A	3	R	30	8K	o__Rhizobiales (UID3481)	94.68	0.46	0
A.3.R.30-8K-bin.46	A	3	R	30	8K	f__Rhodobacteraceae (UID3361)	99.55	0.53	0
A.3.R.30-8K-bin.47	A	3	R	30	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.30-8K-bin.48	A	3	R	30	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.3.R.30-8K-bin.49	A	3	R	30	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.30-8K-bin.5	A	3	R	30	8K	o__Rhodospirillales (UID3754)	99.9	0.5	0
A.3.R.30-8K-bin.6	A	3	R	30	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.30-8K-bin.7	A	3	R	30	8K	o__Rhodospirillales (UID3754)	100	0.5	0
A.3.R.30-8K-bin.8	A	3	R	30	8K	o__Burkholderiales (UID4000)	99.07	0	0
A.3.R.30-8K-bin.9	A	3	R	30	8K	p__Euryarchaeota (UID49)	94.12	0	0
A.3.R.30-DT-bin.1	A	3	R	30	DT	f__Rhodobacteraceae (UID3356)	98.94	0.4	20
A.3.R.30-DT-bin.10	A	3	R	30	DT	f__Rhodobacteraceae (UID3356)	96.31	0.97	0
A.3.R.30-DT-bin.11	A	3	R	30	DT	k__Bacteria (UID3060)	99.39	0	0
A.3.R.30-DT-bin.12	A	3	R	30	DT	f__Rhizobiaceae (UID3564)	99.94	0.85	22.22
A.3.R.30-DT-bin.13	A	3	R	30	DT	c__Betaproteobacteria (UID3959)	99.51	0.55	25
A.3.R.30-DT-bin.14	A	3	R	30	DT	o__Actinomycetales (UID1815)	98.77	1.13	25
A.3.R.30-DT-bin.15	A	3	R	30	DT	c__Betaproteobacteria (UID3959)	98.33	0	0
A.3.R.30-DT-bin.16	A	3	R	30	DT	k__Bacteria (UID2570)	98.9	2.47	0
A.3.R.30-DT-bin.17	A	3	R	30	DT	p__Euryarchaeota (UID49)	76.95	2.94	40
A.3.R.30-DT-bin.18	A	3	R	30	DT	p__Euryarchaeota (UID49)	99.35	2.61	14.29
A.3.R.30-DT-bin.19	A	3	R	30	DT	f__Rhodobacteraceae (UID3361)	99.25	0.83	0
A.3.R.30-DT-bin.2	A	3	R	30	DT	o__Burkholderiales (UID4000)	100	0	0
A.3.R.30-DT-bin.20	A	3	R	30	DT	f__Halobacteriaceae (UID96)	88.78	2.78	81.82
A.3.R.30-DT-bin.21	A	3	R	30	DT	k__Archaea (UID2)	69.16	16.39	0
A.3.R.30-DT-bin.22	A	3	R	30	DT	g__Vibrio (UID4878)	99.86	0.03	0
A.3.R.30-DT-bin.23	A	3	R	30	DT	f__Rhodobacteraceae (UID3340)	99.39	0	0
A.3.R.30-DT-bin.24	A	3	R	30	DT	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.30-DT-bin.25	A	3	R	30	DT	f__Bacillaceae (UID829)	98.99	0	0
A.3.R.30-DT-bin.26	A	3	R	30	DT	f__Halobacteriaceae (UID96)	82.57	1.75	91.67
A.3.R.30-DT-bin.27	A	3	R	30	DT	k__Bacteria (UID3060)	98.78	1.32	0
A.3.R.30-DT-bin.28	A	3	R	30	DT	o__Actinomycetales (UID1814)	99.28	0.51	33.33
A.3.R.30-DT-bin.29	A	3	R	30	DT	o__Rhodospirillales (UID3754)	99.9	1	0
A.3.R.30-DT-bin.3	A	3	R	30	DT	o__Flavobacteriales (UID2815)	99.51	3.04	23.08
A.3.R.30-DT-bin.4	A	3	R	30	DT	f__Halobacteriaceae (UID96)	99.54	3.34	21.62
A.3.R.30-DT-bin.5	A	3	R	30	DT	k__Bacteria (UID2570)	98.91	0	0
A.3.R.30-DT-bin.6	A	3	R	30	DT	k__Bacteria (UID3060)	98.78	0	0
A.3.R.30-DT-bin.7	A	3	R	30	DT	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.30-DT-bin.8	A	3	R	30	DT	k__Bacteria (UID2570)	100	0.55	0
A.3.R.30-DT-bin.9	A	3	R	30	DT	o__Rhizobiales (UID3481)	94.68	0.46	0
A.3.R.30-MM-bin.1	A	3	R	30	MM	f__Rhodobacteraceae (UID3356)	99.24	0.33	0
A.3.R.30-MM-bin.10	A	3	R	30	MM	k__Bacteria (UID3060)	99.39	0.41	0
A.3.R.30-MM-bin.11	A	3	R	30	MM	o__Flavobacteriales (UID2815)	99.02	0.25	0
A.3.R.30-MM-bin.12	A	3	R	30	MM	o__Rhodospirillales (UID3754)	100	86.86	0.35
A.3.R.30-MM-bin.13	A	3	R	30	MM	f__Rhizobiaceae (UID3564)	99.49	0.02	100
A.3.R.30-MM-bin.14	A	3	R	30	MM	o__Actinomycetales (UID1814)	97.13	1.26	50
A.3.R.30-MM-bin.15	A	3	R	30	MM	g__Vibrio (UID4878)	94.67	0.31	14.29
A.3.R.30-MM-bin.16	A	3	R	30	MM	k__Bacteria (UID2570)	96.72	1.69	0
A.3.R.30-MM-bin.17	A	3	R	30	MM	f__Rhodobacteraceae (UID3361)	99.25	0.83	0
A.3.R.30-MM-bin.18	A	3	R	30	MM	f__Rhodobacteraceae (UID3356)	98.33	0.3	0
A.3.R.30-MM-bin.19	A	3	R	30	MM	k__Bacteria (UID203)	100	97.76	1.92
A.3.R.30-MM-bin.2	A	3	R	30	MM	f__Bacillaceae (UID829)	96.67	0.65	66.67
A.3.R.30-MM-bin.3	A	3	R	30	MM	o__Burkholderiales (UID4000)	99.53	0	0
A.3.R.30-MM-bin.4	A	3	R	30	MM	o__Actinomycetales (UID1815)	97.64	1.07	0
A.3.R.30-MM-bin.5	A	3	R	30	MM	k__Bacteria (UID3060)	98.78	0	0
A.3.R.30-MM-bin.6	A	3	R	30	MM	f__Rhodobacteraceae (UID3340)	98.48	0	0
A.3.R.30-MM-bin.7	A	3	R	30	MM	k__Bacteria (UID2570)	98.35	0.27	0
A.3.R.30-MM-bin.8	A	3	R	30	MM	o__Rhizobiales (UID3481)	92.92	4.16	12.5
A.3.R.30-MM-bin.9	A	3	R	30	MM	k__Bacteria (UID2570)	96.13	1.1	0
A.3.R.60-8K-bin.1	A	3	R	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.60-8K-bin.10	A	3	R	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.60-8K-bin.11	A	3	R	60	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.3.R.60-8K-bin.12	A	3	R	60	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.60-8K-bin.13	A	3	R	60	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.60-8K-bin.14	A	3	R	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.60-8K-bin.15	A	3	R	60	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.60-8K-bin.16	A	3	R	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.60-8K-bin.17	A	3	R	60	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.R.60-8K-bin.18	A	3	R	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.60-8K-bin.19	A	3	R	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.R.60-8K-bin.2	A	3	R	60	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.60-8K-bin.20	A	3	R	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.60-8K-bin.21	A	3	R	60	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.60-8K-bin.22	A	3	R	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.60-8K-bin.23	A	3	R	60	8K	o__Rhodospirillales (UID3754)	99.5	0.5	0
A.3.R.60-8K-bin.24	A	3	R	60	8K	o__Burkholderiales (UID4000)	93.46	0	0
A.3.R.60-8K-bin.25	A	3	R	60	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.60-8K-bin.26	A	3	R	60	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.60-8K-bin.27	A	3	R	60	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.3.R.60-8K-bin.28	A	3	R	60	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.R.60-8K-bin.29	A	3	R	60	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.60-8K-bin.3	A	3	R	60	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.60-8K-bin.30	A	3	R	60	8K	o__Rhodospirillales (UID3754)	99.5	0.5	0
A.3.R.60-8K-bin.31	A	3	R	60	8K	o__Rhodospirillales (UID3754)	96.52	0	0
A.3.R.60-8K-bin.32	A	3	R	60	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.3.R.60-8K-bin.33	A	3	R	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.60-8K-bin.34	A	3	R	60	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.R.60-8K-bin.35	A	3	R	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.60-8K-bin.36	A	3	R	60	8K	o__Burkholderiales (UID4000)	93.46	0	0
A.3.R.60-8K-bin.37	A	3	R	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.60-8K-bin.38	A	3	R	60	8K	o__Burkholderiales (UID4000)	93.46	0	0
A.3.R.60-8K-bin.39	A	3	R	60	8K	o__Rhodospirillales (UID3754)	99.4	0.5	0
A.3.R.60-8K-bin.4	A	3	R	60	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.R.60-8K-bin.40	A	3	R	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.60-8K-bin.41	A	3	R	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.60-8K-bin.42	A	3	R	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.60-8K-bin.43	A	3	R	60	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.R.60-8K-bin.44	A	3	R	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.R.60-8K-bin.45	A	3	R	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.R.60-8K-bin.46	A	3	R	60	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.R.60-8K-bin.5	A	3	R	60	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.3.R.60-8K-bin.6	A	3	R	60	8K	o__Rhodospirillales (UID3754)	88.06	0	0
A.3.R.60-8K-bin.7	A	3	R	60	8K	p__Euryarchaeota (UID49)	71.24	0	0
A.3.R.60-8K-bin.8	A	3	R	60	8K	o__Burkholderiales (UID4000)	93.46	0	0
A.3.R.60-8K-bin.9	A	3	R	60	8K	o__Rhodospirillales (UID3754)	90.05	1	0
A.3.R.60-DT-bin.1	A	3	R	60	DT	f__Bacillaceae (UID829)	99.06	0.03	0
A.3.R.60-DT-bin.10	A	3	R	60	DT	f__Rhodobacteraceae (UID3356)	96.31	0.83	0
A.3.R.60-DT-bin.11	A	3	R	60	DT	f__Halobacteriaceae (UID96)	93.73	10.5	72.22
A.3.R.60-DT-bin.12	A	3	R	60	DT	k__Bacteria (UID203)	97.41	10.5	19.05
A.3.R.60-DT-bin.13	A	3	R	60	DT	f__Halobacteriaceae (UID96)	99.42	0.05	0
A.3.R.60-DT-bin.14	A	3	R	60	DT	k__Bacteria (UID3060)	99.19	0	0
A.3.R.60-DT-bin.15	A	3	R	60	DT	f__Rhodobacteraceae (UID3356)	92.84	0.31	0
A.3.R.60-DT-bin.16	A	3	R	60	DT	o__Rhodospirillales (UID3754)	99	1	0
A.3.R.60-DT-bin.17	A	3	R	60	DT	f__Rhizobiaceae (UID3563)	96.39	0.84	60
A.3.R.60-DT-bin.18	A	3	R	60	DT	k__Bacteria (UID2570)	100	0	0
A.3.R.60-DT-bin.19	A	3	R	60	DT	g__Vibrio (UID4878)	99.86	0.03	0
A.3.R.60-DT-bin.2	A	3	R	60	DT	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.R.60-DT-bin.20	A	3	R	60	DT	o__Burkholderiales (UID4000)	98.13	0	0
A.3.R.60-DT-bin.21	A	3	R	60	DT	c__Betaproteobacteria (UID3959)	99.51	1.84	0
A.3.R.60-DT-bin.22	A	3	R	60	DT	p__Euryarchaeota (UID49)	84.12	3.7	0
A.3.R.60-DT-bin.23	A	3	R	60	DT	o__Actinomycetales (UID1814)	94.5	0.54	50
A.3.R.60-DT-bin.24	A	3	R	60	DT	k__Bacteria (UID3060)	98.78	0.91	0
A.3.R.60-DT-bin.25	A	3	R	60	DT	p__Euryarchaeota (UID49)	99.35	0.81	0
A.3.R.60-DT-bin.26	A	3	R	60	DT	o__Rhodospirillales (UID3754)	99.4	0.5	0
A.3.R.60-DT-bin.27	A	3	R	60	DT	k__Bacteria (UID2570)	98.91	0	0
A.3.R.60-DT-bin.28	A	3	R	60	DT	o__Flavobacteriales (UID2815)	99.51	0.36	75
A.3.R.60-DT-bin.29	A	3	R	60	DT	f__Rhizobiaceae (UID3564)	99.66	0.94	16.67
A.3.R.60-DT-bin.3	A	3	R	60	DT	o__Actinomycetales (UID1814)	99.44	0.39	50
A.3.R.60-DT-bin.30	A	3	R	60	DT	f__Rhodobacteraceae (UID3361)	99.25	0.83	0
A.3.R.60-DT-bin.31	A	3	R	60	DT	f__Bacillaceae (UID829)	98.49	2.38	85.71
A.3.R.60-DT-bin.32	A	3	R	60	DT	f__Halobacteriaceae (UID96)	86.04	0.32	100
A.3.R.60-DT-bin.33	A	3	R	60	DT	k__Bacteria (UID3060)	99.39	0.41	0
A.3.R.60-DT-bin.34	A	3	R	60	DT	p__Euryarchaeota (UID49)	100	0	0
A.3.R.60-DT-bin.4	A	3	R	60	DT	f__Rhodobacteraceae (UID3340)	99.39	3.07	0
A.3.R.60-DT-bin.5	A	3	R	60	DT	c__Betaproteobacteria (UID3959)	98.28	1.84	0
A.3.R.60-DT-bin.6	A	3	R	60	DT	k__Archaea (UID2)	69.16	14.52	0
A.3.R.60-DT-bin.7	A	3	R	60	DT	o__Actinomycetales (UID1815)	99.33	2.09	33.33
A.3.R.60-DT-bin.8	A	3	R	60	DT	k__Bacteria (UID2565)	95.49	0	0
A.3.R.60-DT-bin.9	A	3	R	60	DT	k__Bacteria (UID2570)	98.9	0.27	0
A.3.R.60-MM-bin.1	A	3	R	60	MM	k__Bacteria (UID3060)	99.19	0	0
A.3.R.60-MM-bin.10	A	3	R	60	MM	o__Flavobacteriales (UID2815)	97.88	0	0
A.3.R.60-MM-bin.11	A	3	R	60	MM	o__Rhodospirillales (UID3754)	90.05	0	0
A.3.R.60-MM-bin.12	A	3	R	60	MM	k__Bacteria (UID3060)	99.39	0	0
A.3.R.60-MM-bin.13	A	3	R	60	MM	f__Rhodobacteraceae (UID3340)	95.45	1.71	0
A.3.R.60-MM-bin.14	A	3	R	60	MM	k__Bacteria (UID2570)	98.34	0	0
A.3.R.60-MM-bin.15	A	3	R	60	MM	f__Rhodobacteraceae (UID3361)	99.25	0.87	0
A.3.R.60-MM-bin.16	A	3	R	60	MM	k__Bacteria (UID3060)	91.46	1.45	0
A.3.R.60-MM-bin.17	A	3	R	60	MM	o__Actinomycetales (UID1814)	91.83	0.26	100
A.3.R.60-MM-bin.18	A	3	R	60	MM	o__Burkholderiales (UID4000)	99.07	0	0
A.3.R.60-MM-bin.2	A	3	R	60	MM	f__Bacillaceae (UID829)	93.46	0.03	0
A.3.R.60-MM-bin.3	A	3	R	60	MM	root (UID1)	99.62	256.68	2.27
A.3.R.60-MM-bin.4	A	3	R	60	MM	f__Rhodobacteraceae (UID3356)	99.24	0.3	0
A.3.R.60-MM-bin.5	A	3	R	60	MM	k__Bacteria (UID2570)	98.9	0.27	0
A.3.R.60-MM-bin.6	A	3	R	60	MM	o__Rhodospirillales (UID3754)	97.96	2.02	16.67
A.3.R.60-MM-bin.7	A	3	R	60	MM	k__Bacteria (UID2570)	98.91	0	0
A.3.R.60-MM-bin.8	A	3	R	60	MM	f__Rhodobacteraceae (UID3356)	99.24	0.63	0
A.3.R.60-MM-bin.9	A	3	R	60	MM	o__Rhodospirillales (UID3754)	99.4	0.5	0
A.3.V.60-8K-bin.1	A	3	V	60	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.V.60-8K-bin.10	A	3	V	60	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.V.60-8K-bin.11	A	3	V	60	8K	k__Bacteria (UID3060)	97.15	0	0
A.3.V.60-8K-bin.12	A	3	V	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.V.60-8K-bin.13	A	3	V	60	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.V.60-8K-bin.14	A	3	V	60	8K	o__Rhodospirillales (UID3754)	95.52	0	0
A.3.V.60-8K-bin.15	A	3	V	60	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.V.60-8K-bin.16	A	3	V	60	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.3.V.60-8K-bin.17	A	3	V	60	8K	g__Vibrio (UID4878)	98.78	0.03	0
A.3.V.60-8K-bin.18	A	3	V	60	8K	k__Bacteria (UID3060)	97.15	0	0
A.3.V.60-8K-bin.19	A	3	V	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.V.60-8K-bin.2	A	3	V	60	8K	o__Rhodospirillales (UID3754)	98.91	0.5	0
A.3.V.60-8K-bin.20	A	3	V	60	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.V.60-8K-bin.21	A	3	V	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.V.60-8K-bin.22	A	3	V	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.V.60-8K-bin.23	A	3	V	60	8K	g__Vibrio (UID4878)	98.78	0.03	0
A.3.V.60-8K-bin.24	A	3	V	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.V.60-8K-bin.25	A	3	V	60	8K	k__Bacteria (UID3060)	98.58	0	0
A.3.V.60-8K-bin.26	A	3	V	60	8K	o__Rhodospirillales (UID3754)	99.4	0.5	0
A.3.V.60-8K-bin.27	A	3	V	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.V.60-8K-bin.28	A	3	V	60	8K	g__Vibrio (UID4878)	98.78	0.03	0
A.3.V.60-8K-bin.29	A	3	V	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.V.60-8K-bin.3	A	3	V	60	8K	k__Bacteria (UID3060)	97.15	0	0
A.3.V.60-8K-bin.30	A	3	V	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.V.60-8K-bin.31	A	3	V	60	8K	k__Bacteria (UID3060)	97.15	0	0
A.3.V.60-8K-bin.32	A	3	V	60	8K	o__Rhodospirillales (UID3754)	98.91	0.5	0
A.3.V.60-8K-bin.33	A	3	V	60	8K	o__Rhizobiales (UID3481)	92.49	0.48	25
A.3.V.60-8K-bin.34	A	3	V	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.V.60-8K-bin.35	A	3	V	60	8K	o__Rhodospirillales (UID3754)	98.51	0.5	0
A.3.V.60-8K-bin.36	A	3	V	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.V.60-8K-bin.37	A	3	V	60	8K	f__Rhodobacteraceae (UID3361)	99.55	0.53	0
A.3.V.60-8K-bin.38	A	3	V	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.V.60-8K-bin.39	A	3	V	60	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.V.60-8K-bin.4	A	3	V	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.V.60-8K-bin.40	A	3	V	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.V.60-8K-bin.41	A	3	V	60	8K	o__Rhizobiales (UID3481)	92.49	0.48	25
A.3.V.60-8K-bin.42	A	3	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.48	25
A.3.V.60-8K-bin.5	A	3	V	60	8K	g__Vibrio (UID4878)	98.78	0.03	0
A.3.V.60-8K-bin.6	A	3	V	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.V.60-8K-bin.7	A	3	V	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.V.60-8K-bin.8	A	3	V	60	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.V.60-8K-bin.9	A	3	V	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.V.60-DT-bin.1	A	3	V	60	DT	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.V.60-DT-bin.10	A	3	V	60	DT	k__Bacteria (UID2570)	98.91	0.55	0
A.3.V.60-DT-bin.11	A	3	V	60	DT	f__Rhodobacteraceae (UID3361)	99.55	2.17	0
A.3.V.60-DT-bin.12	A	3	V	60	DT	o__Rhodospirillales (UID3754)	99.5	1	0
A.3.V.60-DT-bin.13	A	3	V	60	DT	p__Euryarchaeota (UID49)	97.39	0	0
A.3.V.60-DT-bin.14	A	3	V	60	DT	k__Archaea (UID2)	69.16	14.52	0
A.3.V.60-DT-bin.15	A	3	V	60	DT	g__Vibrio (UID4878)	98.78	0.03	0
A.3.V.60-DT-bin.16	A	3	V	60	DT	f__Halobacteriaceae (UID96)	92.34	4.88	55.56
A.3.V.60-DT-bin.17	A	3	V	60	DT	o__Rhizobiales (UID3481)	99.44	3.11	2.94
A.3.V.60-DT-bin.18	A	3	V	60	DT	o__Rhodospirillales (UID3754)	99.4	1	0
A.3.V.60-DT-bin.19	A	3	V	60	DT	p__Euryarchaeota (UID49)	90.85	0	0
A.3.V.60-DT-bin.2	A	3	V	60	DT	f__Rhodobacteraceae (UID3356)	99.24	0.3	0
A.3.V.60-DT-bin.20	A	3	V	60	DT	k__Bacteria (UID2570)	99.98	2.76	20
A.3.V.60-DT-bin.21	A	3	V	60	DT	o__Burkholderiales (UID4000)	99.53	2.1	0
A.3.V.60-DT-bin.22	A	3	V	60	DT	f__Halobacteriaceae (UID96)	73.6	1.05	0
A.3.V.60-DT-bin.23	A	3	V	60	DT	k__Bacteria (UID3060)	99.39	0	0
A.3.V.60-DT-bin.24	A	3	V	60	DT	p__Euryarchaeota (UID49)	97.39	2.61	0
A.3.V.60-DT-bin.3	A	3	V	60	DT	f__Bacillaceae (UID829)	98.85	0	0
A.3.V.60-DT-bin.4	A	3	V	60	DT	k__Bacteria (UID3060)	98.37	0	0
A.3.V.60-DT-bin.5	A	3	V	60	DT	f__Rhodobacteraceae (UID3340)	98.48	0	0
A.3.V.60-DT-bin.6	A	3	V	60	DT	k__Bacteria (UID2570)	95.6	0.27	0
A.3.V.60-DT-bin.7	A	3	V	60	DT	f__Rhodobacteraceae (UID3356)	99.55	1.79	0
A.3.V.60-DT-bin.8	A	3	V	60	DT	f__Halobacteriaceae (UID96)	94.28	4.35	86.67
A.3.V.60-DT-bin.9	A	3	V	60	DT	k__Bacteria (UID3060)	98.78	0.91	0
A.3.V.60-MM-bin.1	A	3	V	60	MM	k__Bacteria (UID3060)	98.78	0.51	0
