"Bin.Id"	"Community"	"Abundance_distribution"	"Taxonomic_distribution"	"Depth"	"Pipeline"	"Marker.lineage"	"Completeness"	"Contamination"	"Strain.heterogeneity"
"218"	"A.2.N.60-MM-bin.5"	"A"	2	"N"	60	"MM"	"o__Rhodospirillales (UID3754)"	96.92	3.36	15.38
"220"	"A.2.N.60-MM-bin.7"	"A"	2	"N"	60	"MM"	"k__Bacteria (UID2570)"	100	0	0
"221"	"A.2.N.60-MM-bin.8"	"A"	2	"N"	60	"MM"	"f__Rhizobiaceae (UID3564)"	99.24	0.4	75
"222"	"A.2.N.60-MM-bin.9"	"A"	2	"N"	60	"MM"	"k__Bacteria (UID3060)"	98.98	0	0
"223"	"A.2.R.10-8K-bin.1"	"A"	2	"R"	10	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"224"	"A.2.R.10-8K-bin.10"	"A"	2	"R"	10	"8K"	"f__Rhizobiaceae (UID3563)"	96.44	0.3	100
"225"	"A.2.R.10-8K-bin.11"	"A"	2	"R"	10	"8K"	"f__Rhizobiaceae (UID3563)"	96.44	0.3	100
"226"	"A.2.R.10-8K-bin.12"	"A"	2	"R"	10	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"227"	"A.2.R.10-8K-bin.13"	"A"	2	"R"	10	"8K"	"f__Rhizobiaceae (UID3563)"	96.44	0.3	100
"228"	"A.2.R.10-8K-bin.14"	"A"	2	"R"	10	"8K"	"k__Bacteria (UID2570)"	98.9	0	0
"229"	"A.2.R.10-8K-bin.15"	"A"	2	"R"	10	"8K"	"o__Burkholderiales (UID4000)"	98.13	0	0
"230"	"A.2.R.10-8K-bin.16"	"A"	2	"R"	10	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"231"	"A.2.R.10-8K-bin.17"	"A"	2	"R"	10	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"232"	"A.2.R.10-8K-bin.18"	"A"	2	"R"	10	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"233"	"A.2.R.10-8K-bin.19"	"A"	2	"R"	10	"8K"	"o__Burkholderiales (UID4000)"	98.13	0	0
"234"	"A.2.R.10-8K-bin.2"	"A"	2	"R"	10	"8K"	"f__Rhizobiaceae (UID3563)"	96.44	0.3	100
"235"	"A.2.R.10-8K-bin.20"	"A"	2	"R"	10	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"236"	"A.2.R.10-8K-bin.21"	"A"	2	"R"	10	"8K"	"c__Betaproteobacteria (UID3959)"	99.01	0	0
"237"	"A.2.R.10-8K-bin.22"	"A"	2	"R"	10	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"238"	"A.2.R.10-8K-bin.23"	"A"	2	"R"	10	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"239"	"A.2.R.10-8K-bin.24"	"A"	2	"R"	10	"8K"	"c__Betaproteobacteria (UID3959)"	99.01	0	0
"240"	"A.2.R.10-8K-bin.25"	"A"	2	"R"	10	"8K"	"f__Bacillaceae (UID829)"	91.8	1.09	0
"241"	"A.2.R.10-8K-bin.26"	"A"	2	"R"	10	"8K"	"k__Bacteria (UID3060)"	99.39	0	0
"242"	"A.2.R.10-8K-bin.27"	"A"	2	"R"	10	"8K"	"k__Bacteria (UID3060)"	82.26	0.55	33.33
"243"	"A.2.R.10-8K-bin.28"	"A"	2	"R"	10	"8K"	"k__Bacteria (UID2570)"	98.9	0	0
"244"	"A.2.R.10-8K-bin.29"	"A"	2	"R"	10	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"245"	"A.2.R.10-8K-bin.3"	"A"	2	"R"	10	"8K"	"c__Betaproteobacteria (UID3959)"	99.01	0	0
"246"	"A.2.R.10-8K-bin.30"	"A"	2	"R"	10	"8K"	"c__Betaproteobacteria (UID3959)"	99.01	0	0
"247"	"A.2.R.10-8K-bin.31"	"A"	2	"R"	10	"8K"	"f__Bacillaceae (UID829)"	91.8	1.09	0
"248"	"A.2.R.10-8K-bin.32"	"A"	2	"R"	10	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"249"	"A.2.R.10-8K-bin.33"	"A"	2	"R"	10	"8K"	"f__Rhodobacteraceae (UID3340)"	97.78	1.06	0
"250"	"A.2.R.10-8K-bin.34"	"A"	2	"R"	10	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"251"	"A.2.R.10-8K-bin.35"	"A"	2	"R"	10	"8K"	"k__Bacteria (UID3060)"	99.39	0	0
"252"	"A.2.R.10-8K-bin.36"	"A"	2	"R"	10	"8K"	"f__Rhodobacteraceae (UID3340)"	97.78	1.06	0
"253"	"A.2.R.10-8K-bin.37"	"A"	2	"R"	10	"8K"	"f__Bacillaceae (UID829)"	91.26	0.55	0
"254"	"A.2.R.10-8K-bin.38"	"A"	2	"R"	10	"8K"	"k__Bacteria (UID3060)"	99.39	0	0
"255"	"A.2.R.10-8K-bin.39"	"A"	2	"R"	10	"8K"	"o__Burkholderiales (UID4000)"	98.13	0	0
"256"	"A.2.R.10-8K-bin.4"	"A"	2	"R"	10	"8K"	"f__Rhodobacteraceae (UID3356)"	96.31	0.3	0
"257"	"A.2.R.10-8K-bin.40"	"A"	2	"R"	10	"8K"	"f__Rhodobacteraceae (UID3340)"	97.78	1.06	0
"258"	"A.2.R.10-8K-bin.41"	"A"	2	"R"	10	"8K"	"f__Rhodobacteraceae (UID3340)"	97.78	1.06	0
"259"	"A.2.R.10-8K-bin.42"	"A"	2	"R"	10	"8K"	"f__Bacillaceae (UID829)"	91.8	1.09	0
"260"	"A.2.R.10-8K-bin.5"	"A"	2	"R"	10	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"261"	"A.2.R.10-8K-bin.6"	"A"	2	"R"	10	"8K"	"o__Burkholderiales (UID4000)"	98.13	0	0
"262"	"A.2.R.10-8K-bin.7"	"A"	2	"R"	10	"8K"	"k__Bacteria (UID2570)"	98.9	0	0
"263"	"A.2.R.10-8K-bin.8"	"A"	2	"R"	10	"8K"	"k__Bacteria (UID2570)"	98.9	0	0
"264"	"A.2.R.10-8K-bin.9"	"A"	2	"R"	10	"8K"	"k__Bacteria (UID3060)"	99.39	0	0
"265"	"A.2.R.10-DT-bin.1"	"A"	2	"R"	10	"DT"	"p__Euryarchaeota (UID49)"	99.02	3.27	20
"266"	"A.2.R.10-DT-bin.10"	"A"	2	"R"	10	"DT"	"c__Betaproteobacteria (UID3959)"	99.01	0.49	0
"267"	"A.2.R.10-DT-bin.11"	"A"	2	"R"	10	"DT"	"f__Halobacteriaceae (UID96)"	97.66	0	0
"268"	"A.2.R.10-DT-bin.12"	"A"	2	"R"	10	"DT"	"k__Bacteria (UID3060)"	94.9	0.78	16.67
"269"	"A.2.R.10-DT-bin.13"	"A"	2	"R"	10	"DT"	"k__Bacteria (UID2570)"	100	0	0
"270"	"A.2.R.10-DT-bin.14"	"A"	2	"R"	10	"DT"	"k__Bacteria (UID3060)"	99.39	0.2	40
"271"	"A.2.R.10-DT-bin.15"	"A"	2	"R"	10	"DT"	"f__Rhodobacteraceae (UID3340)"	98.34	1.21	0
"272"	"A.2.R.10-DT-bin.16"	"A"	2	"R"	10	"DT"	"f__Enterobacteriaceae (UID5054)"	99.84	0.19	66.67
"273"	"A.2.R.10-DT-bin.17"	"A"	2	"R"	10	"DT"	"f__Rhodobacteraceae (UID3361)"	99.25	1.5	0
"274"	"A.2.R.10-DT-bin.18"	"A"	2	"R"	10	"DT"	"f__Halobacteriaceae (UID96)"	63.19	1.38	0
"275"	"A.2.R.10-DT-bin.2"	"A"	2	"R"	10	"DT"	"f__Bacillaceae (UID829)"	98.85	0.2	0
"277"	"A.2.R.10-DT-bin.4"	"A"	2	"R"	10	"DT"	"p__Euryarchaeota (UID49)"	99.35	0	0
"278"	"A.2.R.10-DT-bin.5"	"A"	2	"R"	10	"DT"	"f__Rhizobiaceae (UID3563)"	96.39	4.86	2.5
"279"	"A.2.R.10-DT-bin.6"	"A"	2	"R"	10	"DT"	"k__Bacteria (UID3060)"	99.59	0	0
"280"	"A.2.R.10-DT-bin.7"	"A"	2	"R"	10	"DT"	"f__Bacillaceae (UID829)"	99.45	1.45	0
"281"	"A.2.R.10-DT-bin.8"	"A"	2	"R"	10	"DT"	"o__Burkholderiales (UID4000)"	98.13	0	0
"282"	"A.2.R.10-DT-bin.9"	"A"	2	"R"	10	"DT"	"f__Rhodobacteraceae (UID3356)"	99.24	0.3	0
"283"	"A.2.R.10-MM-bin.1"	"A"	2	"R"	10	"MM"	"f__Bacillaceae (UID829)"	98.03	0.25	25
"284"	"A.2.R.10-MM-bin.10"	"A"	2	"R"	10	"MM"	"c__Betaproteobacteria (UID3959)"	99.01	0	0
"285"	"A.2.R.10-MM-bin.11"	"A"	2	"R"	10	"MM"	"f__Rhodobacteraceae (UID3361)"	99.25	1.23	0
"286"	"A.2.R.10-MM-bin.12"	"A"	2	"R"	10	"MM"	"f__Bacillaceae (UID829)"	98.91	1.09	0
"287"	"A.2.R.10-MM-bin.2"	"A"	2	"R"	10	"MM"	"f__Enterobacteriaceae (UID5054)"	98.24	0.28	33.33
"288"	"A.2.R.10-MM-bin.3"	"A"	2	"R"	10	"MM"	"f__Rhodobacteraceae (UID3356)"	99.24	0.3	0
"289"	"A.2.R.10-MM-bin.4"	"A"	2	"R"	10	"MM"	"k__Bacteria (UID3060)"	99.19	0	0
"290"	"A.2.R.10-MM-bin.5"	"A"	2	"R"	10	"MM"	"k__Bacteria (UID2570)"	100	0	0
"291"	"A.2.R.10-MM-bin.6"	"A"	2	"R"	10	"MM"	"f__Rhizobiaceae (UID3563)"	95.85	1.04	28.57
"292"	"A.2.R.10-MM-bin.7"	"A"	2	"R"	10	"MM"	"k__Bacteria (UID3060)"	97.26	7.01	30.43
"295"	"A.2.R.120-8K-bin.1"	"A"	2	"R"	120	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"296"	"A.2.R.120-8K-bin.10"	"A"	2	"R"	120	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"297"	"A.2.R.120-8K-bin.11"	"A"	2	"R"	120	"8K"	"c__Betaproteobacteria (UID3959)"	86.45	0	0
"298"	"A.2.R.120-8K-bin.12"	"A"	2	"R"	120	"8K"	"f__Rhizobiaceae (UID3564)"	98.61	0.06	0
"299"	"A.2.R.120-8K-bin.13"	"A"	2	"R"	120	"8K"	"c__Betaproteobacteria (UID3959)"	86.95	0	0
"300"	"A.2.R.120-8K-bin.14"	"A"	2	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"301"	"A.2.R.120-8K-bin.15"	"A"	2	"R"	120	"8K"	"o__Burkholderiales (UID4000)"	98.13	0	0
"302"	"A.2.R.120-8K-bin.16"	"A"	2	"R"	120	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.48	25
"303"	"A.2.R.120-8K-bin.17"	"A"	2	"R"	120	"8K"	"c__Betaproteobacteria (UID3959)"	86.95	0	0
"304"	"A.2.R.120-8K-bin.18"	"A"	2	"R"	120	"8K"	"f__Rhodobacteraceae (UID3361)"	97.14	0.53	0
"305"	"A.2.R.120-8K-bin.19"	"A"	2	"R"	120	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.69	20
"306"	"A.2.R.120-8K-bin.2"	"A"	2	"R"	120	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.69	20
"307"	"A.2.R.120-8K-bin.20"	"A"	2	"R"	120	"8K"	"o__Burkholderiales (UID4000)"	98.13	0	0
"308"	"A.2.R.120-8K-bin.21"	"A"	2	"R"	120	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"309"	"A.2.R.120-8K-bin.22"	"A"	2	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	99.4	0	0
"310"	"A.2.R.120-8K-bin.23"	"A"	2	"R"	120	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"311"	"A.2.R.120-8K-bin.24"	"A"	2	"R"	120	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"312"	"A.2.R.120-8K-bin.25"	"A"	2	"R"	120	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"313"	"A.2.R.120-8K-bin.26"	"A"	2	"R"	120	"8K"	"c__Betaproteobacteria (UID3959)"	86.95	0	0
"314"	"A.2.R.120-8K-bin.27"	"A"	2	"R"	120	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"315"	"A.2.R.120-8K-bin.28"	"A"	2	"R"	120	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.48	25
"316"	"A.2.R.120-8K-bin.29"	"A"	2	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"317"	"A.2.R.120-8K-bin.3"	"A"	2	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	99.4	0	0
"318"	"A.2.R.120-8K-bin.30"	"A"	2	"R"	120	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"319"	"A.2.R.120-8K-bin.31"	"A"	2	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"320"	"A.2.R.120-8K-bin.32"	"A"	2	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	97.47	0	0
"321"	"A.2.R.120-8K-bin.33"	"A"	2	"R"	120	"8K"	"f__Rhodobacteraceae (UID3361)"	97.14	0.53	0
"322"	"A.2.R.120-8K-bin.4"	"A"	2	"R"	120	"8K"	"o__Burkholderiales (UID4000)"	98.13	0	0
"323"	"A.2.R.120-8K-bin.5"	"A"	2	"R"	120	"8K"	"f__Rhodobacteraceae (UID3361)"	97.14	0.53	0
"324"	"A.2.R.120-8K-bin.6"	"A"	2	"R"	120	"8K"	"o__Burkholderiales (UID4000)"	98.13	0	0
"325"	"A.2.R.120-8K-bin.7"	"A"	2	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	99.4	0	0
"326"	"A.2.R.120-8K-bin.8"	"A"	2	"R"	120	"8K"	"o__Rhodospirillales (UID3754)"	99.4	0	0
"327"	"A.2.R.120-8K-bin.9"	"A"	2	"R"	120	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"329"	"A.2.R.120-DT-bin.10"	"A"	2	"R"	120	"DT"	"f__Rhizobiaceae (UID3563)"	96.99	0.36	50
"330"	"A.2.R.120-DT-bin.11"	"A"	2	"R"	120	"DT"	"f__Rhizobiaceae (UID3564)"	99.93	0.21	0
"331"	"A.2.R.120-DT-bin.12"	"A"	2	"R"	120	"DT"	"o__Rhodospirillales (UID3754)"	99.9	0.5	66.67
"332"	"A.2.R.120-DT-bin.13"	"A"	2	"R"	120	"DT"	"k__Bacteria (UID2565)"	100	0.06	100
"334"	"A.2.R.120-DT-bin.15"	"A"	2	"R"	120	"DT"	"o__Actinomycetales (UID1814)"	100	0.13	50
"335"	"A.2.R.120-DT-bin.16"	"A"	2	"R"	120	"DT"	"c__Betaproteobacteria (UID3959)"	99.51	0	0
"336"	"A.2.R.120-DT-bin.17"	"A"	2	"R"	120	"DT"	"o__Rhizobiales (UID3481)"	99.44	1.04	14.29
"337"	"A.2.R.120-DT-bin.18"	"A"	2	"R"	120	"DT"	"o__Actinomycetales (UID1815)"	99.14	0.38	0
"338"	"A.2.R.120-DT-bin.19"	"A"	2	"R"	120	"DT"	"f__Rhodobacteraceae (UID3361)"	99.25	0.87	0
"339"	"A.2.R.120-DT-bin.2"	"A"	2	"R"	120	"DT"	"f__Rhodobacteraceae (UID3340)"	99.39	0	0
"340"	"A.2.R.120-DT-bin.20"	"A"	2	"R"	120	"DT"	"k__Bacteria (UID3060)"	99.59	0	0
"341"	"A.2.R.120-DT-bin.21"	"A"	2	"R"	120	"DT"	"o__Burkholderiales (UID4000)"	99.07	0	0
"342"	"A.2.R.120-DT-bin.22"	"A"	2	"R"	120	"DT"	"f__Halobacteriaceae (UID96)"	99.06	0	0
"343"	"A.2.R.120-DT-bin.23"	"A"	2	"R"	120	"DT"	"p__Euryarchaeota (UID49)"	99.54	0	0
"344"	"A.2.R.120-DT-bin.24"	"A"	2	"R"	120	"DT"	"f__Halobacteriaceae (UID96)"	99.54	0.05	0
"345"	"A.2.R.120-DT-bin.25"	"A"	2	"R"	120	"DT"	"k__Bacteria (UID2570)"	98.9	0.27	0
"346"	"A.2.R.120-DT-bin.3"	"A"	2	"R"	120	"DT"	"k__Bacteria (UID2570)"	100	0	0
"347"	"A.2.R.120-DT-bin.4"	"A"	2	"R"	120	"DT"	"f__Bacillaceae (UID829)"	99.06	0.03	0
"348"	"A.2.R.120-DT-bin.5"	"A"	2	"R"	120	"DT"	"f__Enterobacteriaceae (UID5103)"	99.91	0.92	31.25
"349"	"A.2.R.120-DT-bin.6"	"A"	2	"R"	120	"DT"	"p__Euryarchaeota (UID49)"	99.35	0.15	0
"350"	"A.2.R.120-DT-bin.7"	"A"	2	"R"	120	"DT"	"o__Rhodospirillales (UID3754)"	97.47	0.5	0
"351"	"A.2.R.120-DT-bin.8"	"A"	2	"R"	120	"DT"	"p__Euryarchaeota (UID49)"	51.39	0.05	0
"352"	"A.2.R.120-DT-bin.9"	"A"	2	"R"	120	"DT"	"f__Rhodobacteraceae (UID3356)"	85.76	4.06	9.09
"353"	"A.2.R.120-MM-bin.1"	"A"	2	"R"	120	"MM"	"f__Rhizobiaceae (UID3563)"	96.96	0.33	0
"354"	"A.2.R.120-MM-bin.2"	"A"	2	"R"	120	"MM"	"o__Rhodospirillales (UID3754)"	95.48	0	0
"355"	"A.2.R.180-8K-bin.1"	"A"	2	"R"	180	"8K"	"p__Euryarchaeota (UID49)"	71.24	0	0
"356"	"A.2.R.180-8K-bin.10"	"A"	2	"R"	180	"8K"	"o__Burkholderiales (UID4000)"	96.26	0	0
"357"	"A.2.R.180-8K-bin.11"	"A"	2	"R"	180	"8K"	"o__Burkholderiales (UID4000)"	96.26	0	0
"358"	"A.2.R.180-8K-bin.12"	"A"	2	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	97.01	0	0
"359"	"A.2.R.180-8K-bin.13"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"360"	"A.2.R.180-8K-bin.14"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"361"	"A.2.R.180-8K-bin.15"	"A"	2	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	97.01	0	0
"362"	"A.2.R.180-8K-bin.16"	"A"	2	"R"	180	"8K"	"f__Bacillaceae (UID829)"	88.11	1.09	33.33
"363"	"A.2.R.180-8K-bin.17"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"364"	"A.2.R.180-8K-bin.18"	"A"	2	"R"	180	"8K"	"p__Euryarchaeota (UID49)"	89.31	0.98	0
"365"	"A.2.R.180-8K-bin.19"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"366"	"A.2.R.180-8K-bin.2"	"A"	2	"R"	180	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"367"	"A.2.R.180-8K-bin.20"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID3060)"	97.56	0	0
"368"	"A.2.R.180-8K-bin.21"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"369"	"A.2.R.180-8K-bin.22"	"A"	2	"R"	180	"8K"	"p__Euryarchaeota (UID49)"	89.31	0.98	0
"370"	"A.2.R.180-8K-bin.23"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID3060)"	95.94	0	0
"371"	"A.2.R.180-8K-bin.24"	"A"	2	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	97.51	0	0
"372"	"A.2.R.180-8K-bin.25"	"A"	2	"R"	180	"8K"	"c__Betaproteobacteria (UID3959)"	98.03	0	0
"373"	"A.2.R.180-8K-bin.26"	"A"	2	"R"	180	"8K"	"c__Betaproteobacteria (UID3959)"	99.51	0	0
"374"	"A.2.R.180-8K-bin.27"	"A"	2	"R"	180	"8K"	"p__Euryarchaeota (UID49)"	89.31	0.98	0
"375"	"A.2.R.180-8K-bin.28"	"A"	2	"R"	180	"8K"	"f__Bacillaceae (UID829)"	88.11	1.09	33.33
"376"	"A.2.R.180-8K-bin.29"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID2570)"	98.35	0.27	0
"377"	"A.2.R.180-8K-bin.3"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"378"	"A.2.R.180-8K-bin.30"	"A"	2	"R"	180	"8K"	"f__Rhodobacteraceae (UID3361)"	99.25	0.53	0
"379"	"A.2.R.180-8K-bin.31"	"A"	2	"R"	180	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"380"	"A.2.R.180-8K-bin.32"	"A"	2	"R"	180	"8K"	"f__Enterobacteriaceae (UID5054)"	93.39	1.29	80
"381"	"A.2.R.180-8K-bin.33"	"A"	2	"R"	180	"8K"	"f__Rhodobacteraceae (UID3356)"	96.01	0.3	0
"382"	"A.2.R.180-8K-bin.34"	"A"	2	"R"	180	"8K"	"f__Enterobacteriaceae (UID5054)"	95.36	1.29	80
"383"	"A.2.R.180-8K-bin.35"	"A"	2	"R"	180	"8K"	"f__Rhodobacteraceae (UID3356)"	96.01	0.3	0
"384"	"A.2.R.180-8K-bin.36"	"A"	2	"R"	180	"8K"	"c__Betaproteobacteria (UID3959)"	99.51	0	0
"385"	"A.2.R.180-8K-bin.37"	"A"	2	"R"	180	"8K"	"g__Vibrio (UID4878)"	98.69	0.03	0
"386"	"A.2.R.180-8K-bin.38"	"A"	2	"R"	180	"8K"	"f__Bacillaceae (UID829)"	88.11	1.09	33.33
"387"	"A.2.R.180-8K-bin.39"	"A"	2	"R"	180	"8K"	"f__Rhodobacteraceae (UID3356)"	96.01	0.3	0
"388"	"A.2.R.180-8K-bin.4"	"A"	2	"R"	180	"8K"	"o__Burkholderiales (UID4000)"	96.26	0	0
"389"	"A.2.R.180-8K-bin.40"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID2570)"	98.35	0.27	0
"390"	"A.2.R.180-8K-bin.41"	"A"	2	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	97.01	0	0
"391"	"A.2.R.180-8K-bin.42"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID3060)"	95.94	0	0
"392"	"A.2.R.180-8K-bin.43"	"A"	2	"R"	180	"8K"	"g__Vibrio (UID4878)"	98.69	0.03	0
"393"	"A.2.R.180-8K-bin.44"	"A"	2	"R"	180	"8K"	"f__Rhodobacteraceae (UID3356)"	96.01	0.3	0
"394"	"A.2.R.180-8K-bin.45"	"A"	2	"R"	180	"8K"	"g__Vibrio (UID4878)"	98.69	0.03	0
"395"	"A.2.R.180-8K-bin.46"	"A"	2	"R"	180	"8K"	"f__Rhodobacteraceae (UID3361)"	98.34	0.23	0
"396"	"A.2.R.180-8K-bin.47"	"A"	2	"R"	180	"8K"	"f__Rhodobacteraceae (UID3361)"	98.34	0.23	0
"397"	"A.2.R.180-8K-bin.48"	"A"	2	"R"	180	"8K"	"o__Rhizobiales (UID3481)"	92.29	0.44	0
"398"	"A.2.R.180-8K-bin.49"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID2570)"	98.35	0.27	0
"399"	"A.2.R.180-8K-bin.5"	"A"	2	"R"	180	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"400"	"A.2.R.180-8K-bin.50"	"A"	2	"R"	180	"8K"	"p__Euryarchaeota (UID49)"	89.31	0.98	0
"401"	"A.2.R.180-8K-bin.51"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID2570)"	98.91	0	0
"402"	"A.2.R.180-8K-bin.52"	"A"	2	"R"	180	"8K"	"f__Bacillaceae (UID829)"	98.31	0.03	0
"403"	"A.2.R.180-8K-bin.53"	"A"	2	"R"	180	"8K"	"c__Betaproteobacteria (UID3959)"	99.51	0	0
"404"	"A.2.R.180-8K-bin.54"	"A"	2	"R"	180	"8K"	"o__Rhodospirillales (UID3754)"	98.91	0	0
"405"	"A.2.R.180-8K-bin.55"	"A"	2	"R"	180	"8K"	"f__Bacillaceae (UID829)"	88.11	1.09	33.33
"406"	"A.2.R.180-8K-bin.56"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID3060)"	95.94	0	0
"407"	"A.2.R.180-8K-bin.57"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID2570)"	98.35	0.27	0
"408"	"A.2.R.180-8K-bin.58"	"A"	2	"R"	180	"8K"	"g__Vibrio (UID4878)"	98.69	0.03	0
"409"	"A.2.R.180-8K-bin.59"	"A"	2	"R"	180	"8K"	"f__Enterobacteriaceae (UID5054)"	95.36	1.29	80
"410"	"A.2.R.180-8K-bin.6"	"A"	2	"R"	180	"8K"	"f__Enterobacteriaceae (UID5054)"	95.36	1.29	80
"411"	"A.2.R.180-8K-bin.7"	"A"	2	"R"	180	"8K"	"o__Burkholderiales (UID4000)"	96.26	0	0
"412"	"A.2.R.180-8K-bin.8"	"A"	2	"R"	180	"8K"	"k__Bacteria (UID3060)"	95.94	0	0
"413"	"A.2.R.180-8K-bin.9"	"A"	2	"R"	180	"8K"	"f__Rhodobacteraceae (UID3361)"	98.34	0.23	0
"414"	"A.2.R.180-DT-bin.1"	"A"	2	"R"	180	"DT"	"c__Betaproteobacteria (UID3959)"	99.51	0.49	100
"415"	"A.2.R.180-DT-bin.10"	"A"	2	"R"	180	"DT"	"o__Burkholderiales (UID4000)"	98.6	3.49	0
"416"	"A.2.R.180-DT-bin.11"	"A"	2	"R"	180	"DT"	"k__Bacteria (UID2565)"	98.92	0	0
"417"	"A.2.R.180-DT-bin.12"	"A"	2	"R"	180	"DT"	"f__Rhodobacteraceae (UID3356)"	99.55	0.33	0
"418"	"A.2.R.180-DT-bin.13"	"A"	2	"R"	180	"DT"	"f__Rhodobacteraceae (UID3361)"	99.55	2.54	0
"419"	"A.2.R.180-DT-bin.14"	"A"	2	"R"	180	"DT"	"o__Flavobacteriales (UID2815)"	99.51	4.17	7.14
"420"	"A.2.R.180-DT-bin.15"	"A"	2	"R"	180	"DT"	"p__Euryarchaeota (UID49)"	94.15	2.34	0
"421"	"A.2.R.180-DT-bin.16"	"A"	2	"R"	180	"DT"	"p__Euryarchaeota (UID49)"	99.35	0.68	0
"422"	"A.2.R.180-DT-bin.17"	"A"	2	"R"	180	"DT"	"f__Bacillaceae (UID829)"	98.91	1.14	50
"423"	"A.2.R.180-DT-bin.18"	"A"	2	"R"	180	"DT"	"k__Bacteria (UID2570)"	98.9	0.27	0
"424"	"A.2.R.180-DT-bin.19"	"A"	2	"R"	180	"DT"	"o__Actinomycetales (UID1814)"	97.19	0.82	37.5
"425"	"A.2.R.180-DT-bin.2"	"A"	2	"R"	180	"DT"	"o__Rhodospirillales (UID3754)"	99.9	0	0
"426"	"A.2.R.180-DT-bin.20"	"A"	2	"R"	180	"DT"	"k__Bacteria (UID3060)"	99.39	0	0
"428"	"A.2.R.180-DT-bin.22"	"A"	2	"R"	180	"DT"	"f__Enterobacteriaceae (UID5054)"	94.96	1.37	72.73
"429"	"A.2.R.180-DT-bin.23"	"A"	2	"R"	180	"DT"	"o__Actinomycetales (UID1814)"	99.02	0.87	60
"430"	"A.2.R.180-DT-bin.24"	"A"	2	"R"	180	"DT"	"o__Rhizobiales (UID3481)"	99.44	0.46	0
"432"	"A.2.R.180-DT-bin.26"	"A"	2	"R"	180	"DT"	"f__Halobacteriaceae (UID96)"	79.62	1.93	28.57
"433"	"A.2.R.180-DT-bin.27"	"A"	2	"R"	180	"DT"	"o__Actinomycetales (UID1815)"	99.33	0.38	0
